post,label
SMSPHARMA is now up 3% which is already a good gain,not_spam
Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 22nd Aug 2021. TnC,spam
"Data Alert! 74.89MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
"Hey, are we still going to the chai spot near college today?",not_spam
Thank you for the updateÃ°ÂÂÂ,not_spam
Can you send the class notes from today’s lecture?,not_spam
Act now! Flipkart Big Sale ends soon. Shop here: http://bit.ly/winner,spam
Act now! Flipkart Big Sale ends soon. Shop here: http://bit.ly/winner,spam
"Get Diwali ready with Shoppers Stop! Enjoy exciting offers, deals & discounts + Get offers on First Citizen Citi credit card & ICICI Bank Cards. Rush to your nearest store now or shop now at shsp.in For details click bit.ly/SS21_FT .T&C",spam
"Missing out on uninterrupted music & trendiest songs? Grab Wynk Premium at just Rs49 and enjoy unlimited ad-free music, song downloads & hellotunes. Upgrade Now. Click here open.wynk.in/dc",spam
It's like Aruba sdwan os??,not_spam
"To cancel a VAS subscription, SMS STOP to or call 155223 (toll free) and select the service you wish to deactivate.",spam
OkkÃ°ÂÂÂ,not_spam
"Hello! We are now on Whatsapp! For balance, best Offers, recharges, services & more, simply click wa.me/919654297000?text=balance",spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Can you send the class notes from today’s lecture?,not_spam
Let’s catch up this weekend at CP?,not_spam
"Alert!50%: data is consumed. Get 4GB + FREE 2GB (on Airtel Thanks App) at Rs65, valid till current pack. Recharge now i.airtel.in/65-Pack",spam
"Hey, are we still going to the chai spot near college today?",not_spam
URGENT: Your SBI account will be suspended. Log in now at http://promo.clicknow,spam
Which teams got issue,not_spam
Pre-approved for a ₹973 loan. Apply instantly!,spam
Lowest rates on personal loans. No PAN required. Apply now!,spam
Final notice: Pay your electricity bill to avoid service disruption.,spam
Good morning Check in,not_spam
Your Swiggy order is on the way. Tracking ID: 8532520509.,not_spam
Thank you,not_spam
Limited period offer: Get up to 40% cashback on Paytm.,spam
Limited period offer: Get up to 44% cashback on Paytm.,spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
All the best for your GATE exam tomorrow!,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
Can you send the class notes from today’s lecture?,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
Meeting with HR has been shifted to 3:00 PM. Please check.,not_spam
Anyone wants to do Rack n stack activity at Bengaluru site,not_spam
Sathish is joining and he can explain us about the process and all,not_spam
URGENT: Your SBI account will be suspended. Log in now at https://fraud-link.com,spam
"SSH! Use the below link to join the Shoppers Stop SSH, LIVE at 8PM. The secret offers on top watch brands are available only till 11.59PM. Click: bit.ly/3vV7SaA",spam
"Mining stocks NMDC, Vedanta, Hind Zinc, MOIL, Coal India plunge as much as 5% after SC allows states to collect past dues on royalties",not_spam
Your Swiggy order is on the way. Tracking ID: 6445975645.,not_spam
Lowest rates on insurance. No PAN required. Apply now!,spam
With monika,not_spam
"Hey, are we still going to the chai spot near college today?",not_spam
URGENT: Your SBI account will be suspended. Log in now at http://promo.clicknow,spam
We have a power cut here,not_spam
?image omitted,not_spam
Continue being an Insider Check out the new criteria to retain your Insider membership Click here to read more http://smsd.in/bj7wO83oX,spam
"Weekend Deals @SMART Point Store,B1G1 Snactac Mixed Fruit Jam 200g,Rs 32 OFF Lux Soap 150gX 3,Fortune Rozana Basmati Rice 1kg Rs 59,Click bit.ly/2HYazjx T&C",spam
"Since the XAI International Securities Trading Competition is divided into profit ranking and voting ranking, the Bajaj Finserv official group is still recruiting new members. At present, the number of followers of the Bajaj Finserv official group may have exceeded 150,000. This makes me realize that I need to be cautious in every move I make, because I am not investing one person's funds, but the funds of the entire group of students. After the competition starts, I have to ensure that each member can make a profit of more than 30% per week, so that I can get a higher profit ranking, and more people will vote for meÃ¢ÂÂÃ¯Â¸Â",not_spam
Reminder: Your LIC premium payment is due tomorrow at 10:30 AM.,not_spam
Pre-approved for a ₹351 loan. Apply instantly!,spam
Act now! Flipkart Big Sale ends soon. Shop here: https://scamoffers.net,spam
All the best for your GATE exam tomorrow!,not_spam
Let’s catch up this weekend at CP?,not_spam
Hi team,not_spam
"Buy1Get1 FREE with Lenskart Gold membership! Shop trending glasses in Asymmetricals, Rounds, Aviators & Wayfarers in Metals & Acetates. Visit lskt.me/BestEye",spam
Earn ₹328/day from home! No experience needed!,spam
This can be considered the rebound phase after holding the support level,not_spam
I've sent it to you privately Thank you,not_spam
Meeting with HR has been shifted to 10:30 AM. Please check.,not_spam
Win a passport worth ₹820! Take part in our contest: https://scamoffers.net,spam
Pre-approved for a ₹660 loan. Apply instantly!,spam
They confirmed that it you are believing as such ? ??,not_spam
URGENT: Your SBI account will be suspended. Log in now at http://bit.ly/winner,spam
Ok thanks,not_spam
Hi Team,not_spam
Your Swiggy order is on the way. Tracking ID: 7291230951.,not_spam
Cart on,not_spam
Domestic Market Overview,not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Happy 2021,not_spam
50% ALERT: data is consumed. Get 5GB data topup at just Rs98 valid till your current pack. Click i.airtel.in/Get-Data,spam
Reasons for recommending this stock,not_spam
Join to teams meeting,not_spam
Hi! Please save the Internet settings sent to you and enjoy Vi High Speed GIGAnet. Your code is 1234. Click bit.ly/ViApp21 for Data offers,spam
"Hi 9019XXXX40, Rs.15,OOO/- is Credited on your wallet account. Join Now to withdrawal directly: SR3.in/N439B-2199DA024",spam
"The MSCI Emerging Markets Index is an important global equity index that measures the performance of emerging markets. The increase in India's weight means that international investors' interest in the Indian market is growing. As India's weight increases, global fund managers may passively increase their allocation to Indian stocks. This could lead to a large inflow of capital, driving the market higher",not_spam
Your Filmy Recharge with 1GB data is active now and valid till 03.06.2021 10:34:01. Start watching latest movies by clicking here bit.ly/KeralaMovies,spam
Exclusive deal on your mobile recharge. Visit http://bit.ly/winner now!,spam
Don't let security concerns ruin your travel plans! Get Airtel Xsafe- Wi-Fi enabled surveillance solution that sends real time alerts. Order now and get FREE installation i.airtel.in/PreEye,spam
Hi team I'll be joining late by half an hour.,not_spam
Exclusive deal on your mobile recharge. Visit http://promo.clicknow now!,spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
Logged in with desktop now,not_spam
"Hi Team,",not_spam
Congratulations! You've won a jacket. Click here to claim: https://scamoffers.net,spam
Exclusive deal on your mobile recharge. Visit https://fraud-link.com now!,spam
Reminder: Your LIC premium payment is due tomorrow at 2:15 PM.,not_spam
Earn ₹472/day from home! No experience needed!,spam
EVERYTHING under Rs.599! A style binge on a budget with FREE SHIPPING*. Shop your faves at the AJIOMANIA sale today! HURRY https://bit.ly/3ywrVwt,spam
Act now! Flipkart Big Sale ends soon. Shop here: https://fraud-link.com,spam
"The Beekeeper is LIVE on Airtel Xstream Play Enjoy access to 20+ OTTs, including LionsgatePlay, Sony LIV, Eros Now, Hoichoi, Chaupal and more. Watch now at No Extra Cost - open.airtelxstream.in/Sunnxt_Free_30days",spam
Im new,not_spam
""" The valuation of State Bank of India (SBI) dropped by Ã¢ÂÂ¹21,151.33 crore, bringing it down to Ã¢ÂÂ¹7,35,566.52 crore, while the market valuation of IT company Infosys decreased by Ã¢ÂÂ¹20,973.19 crore, reaching Ã¢ÂÂ¹7,35,277.28 crore. The market valuation of Tata Consultancy Services (TCS), an IT company under the Tata Group, declined by Ã¢ÂÂ¹19,157.77 crore, bringing it down to Ã¢ÂÂ¹15,30,469.11 crore. Bharti Airtel's market value decreased by Ã¢ÂÂ¹16,993.56 crore, to Ã¢ÂÂ¹8,33,396.32 crore.""",not_spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
Please check the WhatsApp group for the latest college fest update.,not_spam
Geopolitical reasons have an impact on all markets.,not_spam
Meeting with HR has been shifted to 10:30 AM. Please check.,not_spam
Meeting with HR has been shifted to 10:30 AM. Please check.,not_spam
Welcome your callers with the trending song from the movie 'Pushpa' and bring a smile to their faces! Set this song as your caller tune now! Click http://tiny.jio.com/myjio6 to download MyJio and customize your caller tune in the JioTunes section,spam
"Hey, are we still going to the chai spot near college today?",not_spam
"Don't miss! Recharge now your Jio 9019695140 with Rs.299 plan (1.5 GB/day, Voice Unlimited, 28 Days) on PhonePe. Get Flat Rs.100 Cashback for New User by downloading the app & paying via UPI. T&CA. https://phon.pe/jionew",spam
Lowest rates on credit cards. No PAN required. Apply now!,spam
Win a passport worth ₹301! Take part in our contest: https://scamoffers.net,spam
"Hello! Vi WhatsApp does it all for you! know your balance, best offers & track usage real time. Click wa.me/919654297000?text=Balance",spam
Your Swiggy order is on the way. Tracking ID: 1425389035.,not_spam
THE BIG BULL starring Abhishek Bachchan dekhiye Disney+ Hotstar VIP par. Vi ke naye 401 recharge pe paiye 1yr Disney+ Hotstar VIP & 100GB data (3GB/day +16GB) + Unlimited Calls; 28days. Click bit.ly/ViHotstar1,spam
Ty,not_spam
Limited period offer: Get up to 50% cashback on Paytm.,spam
"Alert! Your Vi Unlimited pack EXPIRES in 7 Days. Recharge with best offers: bit.ly/ViRC20 1)299:5GB+4GB/D+UL,28D 2)699:4GB/D+UL,84D",spam
"Enjoy unlimited Local, STD & Roaming calls on any network, daily 1GB & 100 SMS. Pack Valid for 24 daysAlso get FREE Wynk Music and Hellotunes, valid as per current pack open.wynk.in/HTLapu",spam
Ã°ÂÂÂ,not_spam
What is the status on your Laptop,not_spam
Meeting with HR has been shifted to 3:00 PM. Please check.,not_spam
Don’t forget to bring your Aadhaar card for the registration.,not_spam
"Were committed to keep you connected. If you need immediate assistance, you can quickly access 24/7 support, simply click wa.me/919654297000?text=Hi",spam
"Rs.51 Welcome Bonus CREDITED! Sign up for Airtel wallet now and enjoy easy,secure payments. Join today i.airtel.in/get_Rs51",spam
Win a jacket worth ₹582! Take part in our contest: https://scamoffers.net,spam
Nobody is facing,not_spam
"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 84 DAYS of access to live sports, blockbusters movies and web-series like Naalaam Mura, Aanandam Paramanandam, Shefeekkinte Santhosham & more on your Airtel Xstream app at no extra cost. To claim your benefit download the latest version of Airtel Xstream app https://open.airtelxstream.in/WCF719",spam
"Hi! The validity of your Daily Data pack has expired. Continue to browse at 4p/10Kb. To buy a Data pack, click bit.ly/ViDataRC or dial *121#",spam
"Dear Customer, You have a missed call from +911244451660 The last missed call was at 05:06 PM on 16-Aug-2024 Thankyou, Team Jio.",spam
Happy Diwali! Hope you have a joyful and prosperous year ahead.,not_spam
??,not_spam
Win a passport worth ₹917! Take part in our contest: https://fraud-link.com,spam
It will take some time,not_spam
Win a ticket worth ₹574! Take part in our contest: http://promo.clicknow,spam
